도시,날짜,시간,요일,주말여부,계절,연도,월,자전거수요,temperature,precipitation,wind_speed
london,2023-06-14,18,2,0,summer,2023,6,3732,15.0,50.0,3.5
london,2023-06-14,19,2,0,summer,2023,6,2428,15.0,50.0,3.5
london,2023-06-14,20,2,0,summer,2023,6,1615,15.0,50.0,3.5
london,2023-06-14,21,2,0,summer,2023,6,1229,15.0,50.0,3.5
london,2023-06-14,22,2,0,summer,2023,6,941,15.0,50.0,3.5
london,2023-06-14,23,2,0,summer,2023,6,545,15.0,50.0,3.5
london,2023-06-15,0,3,0,summer,2023,6,254,15.0,50.0,3.5
london,2023-06-15,1,3,0,summer,2023,6,136,15.0,50.0,3.5
london,2023-06-15,2,3,0,summer,2023,6,69,15.0,50.0,3.5
london,2023-06-15,3,3,0,summer,2023,6,66,15.0,50.0,3.5
london,2023-06-15,4,3,0,summer,2023,6,72,15.0,50.0,3.5
london,2023-06-15,5,3,0,summer,2023,6,201,15.0,50.0,3.5
london,2023-06-15,6,3,0,summer,2023,6,807,15.0,50.0,3.5
london,2023-06-15,7,3,0,summer,2023,6,2258,15.0,50.0,3.5
london,2023-06-15,8,3,0,summer,2023,6,3911,15.0,50.0,3.5
london,2023-06-15,9,3,0,summer,2023,6,2127,15.0,50.0,3.5
london,2023-06-15,10,3,0,summer,2023,6,1221,15.0,50.0,3.5
london,2023-06-15,11,3,0,summer,2023,6,1145,15.0,50.0,3.5
london,2023-06-15,12,3,0,summer,2023,6,1320,15.0,50.0,3.5
london,2023-06-15,13,3,0,summer,2023,6,1355,15.0,50.0,3.5
london,2023-06-15,14,3,0,summer,2023,6,1224,15.0,50.0,3.5
london,2023-06-15,15,3,0,summer,2023,6,1478,15.0,50.0,3.5
london,2023-06-15,16,3,0,summer,2023,6,2066,15.0,50.0,3.5
london,2023-06-15,17,3,0,summer,2023,6,3598,15.0,50.0,3.5
london,2023-06-15,18,3,0,summer,2023,6,3592,15.0,50.0,3.5
london,2023-06-15,19,3,0,summer,2023,6,2324,15.0,50.0,3.5
london,2023-06-15,20,3,0,summer,2023,6,1623,15.0,50.0,3.5
london,2023-06-15,21,3,0,summer,2023,6,1255,15.0,50.0,3.5
london,2023-06-15,22,3,0,summer,2023,6,957,15.0,50.0,3.5
london,2023-06-15,23,3,0,summer,2023,6,618,15.0,50.0,3.5
london,2023-06-16,0,4,0,summer,2023,6,325,15.0,50.0,3.5
london,2023-06-16,1,4,0,summer,2023,6,148,15.0,50.0,3.5
london,2023-06-16,2,4,0,summer,2023,6,75,15.0,50.0,3.5
london,2023-06-16,3,4,0,summer,2023,6,71,15.0,50.0,3.5
london,2023-06-16,4,4,0,summer,2023,6,77,15.0,50.0,3.5
london,2023-06-16,5,4,0,summer,2023,6,164,15.0,50.0,3.5
london,2023-06-16,6,4,0,summer,2023,6,627,15.0,50.0,3.5
london,2023-06-16,7,4,0,summer,2023,6,1622,15.0,50.0,3.5
london,2023-06-16,8,4,0,summer,2023,6,2607,15.0,50.0,3.5
london,2023-06-16,9,4,0,summer,2023,6,1715,15.0,50.0,3.5
london,2023-06-16,10,4,0,summer,2023,6,1257,15.0,50.0,3.5
london,2023-06-16,11,4,0,summer,2023,6,1209,15.0,50.0,3.5
london,2023-06-16,12,4,0,summer,2023,6,1490,15.0,50.0,3.5
london,2023-06-16,13,4,0,summer,2023,6,1507,15.0,50.0,3.5
london,2023-06-16,14,4,0,summer,2023,6,1392,15.0,50.0,3.5
london,2023-06-16,15,4,0,summer,2023,6,1723,15.0,50.0,3.5
london,2023-06-16,16,4,0,summer,2023,6,2202,15.0,50.0,3.5
london,2023-06-16,17,4,0,summer,2023,6,3076,15.0,50.0,3.5
london,2023-06-16,18,4,0,summer,2023,6,2902,15.0,50.0,3.5
london,2023-06-16,19,4,0,summer,2023,6,2223,15.0,50.0,3.5
london,2023-06-16,20,4,0,summer,2023,6,1521,15.0,50.0,3.5
london,2023-06-16,21,4,0,summer,2023,6,1129,15.0,50.0,3.5
london,2023-06-16,22,4,0,summer,2023,6,1007,15.0,50.0,3.5
london,2023-06-16,23,4,0,summer,2023,6,794,15.0,50.0,3.5
london,2023-06-17,0,5,1,summer,2023,6,559,15.0,50.0,3.5
london,2023-06-17,1,5,1,summer,2023,6,339,15.0,50.0,3.5
london,2023-06-17,2,5,1,summer,2023,6,217,15.0,50.0,3.5
london,2023-06-17,3,5,1,summer,2023,6,142,15.0,50.0,3.5
london,2023-06-17,4,5,1,summer,2023,6,116,15.0,50.0,3.5
london,2023-06-17,5,5,1,summer,2023,6,110,15.0,50.0,3.5
london,2023-06-17,6,5,1,summer,2023,6,200,15.0,50.0,3.5
london,2023-06-17,7,5,1,summer,2023,6,417,15.0,50.0,3.5
london,2023-06-17,8,5,1,summer,2023,6,763,15.0,50.0,3.5
london,2023-06-17,9,5,1,summer,2023,6,1306,15.0,50.0,3.5
london,2023-06-17,10,5,1,summer,2023,6,1597,15.0,50.0,3.5
london,2023-06-17,11,5,1,summer,2023,6,1939,15.0,50.0,3.5
london,2023-06-17,12,5,1,summer,2023,6,2035,15.0,50.0,3.5
london,2023-06-17,13,5,1,summer,2023,6,2065,15.0,50.0,3.5
london,2023-06-17,14,5,1,summer,2023,6,2065,15.0,50.0,3.5
london,2023-06-17,15,5,1,summer,2023,6,2017,15.0,50.0,3.5
london,2023-06-17,16,5,1,summer,2023,6,2191,15.0,50.0,3.5
london,2023-06-17,17,5,1,summer,2023,6,2100,15.0,50.0,3.5
london,2023-06-17,18,5,1,summer,2023,6,1973,15.0,50.0,3.5
london,2023-06-17,19,5,1,summer,2023,6,1707,15.0,50.0,3.5
london,2023-06-17,20,5,1,summer,2023,6,1355,15.0,50.0,3.5
london,2023-06-17,21,5,1,summer,2023,6,981,15.0,50.0,3.5
london,2023-06-17,22,5,1,summer,2023,6,751,15.0,50.0,3.5
london,2023-06-17,23,5,1,summer,2023,6,621,15.0,50.0,3.5
london,2023-06-18,0,6,1,summer,2023,6,536,15.0,50.0,3.5
london,2023-06-18,1,6,1,summer,2023,6,402,15.0,50.0,3.5
london,2023-06-18,2,6,1,summer,2023,6,188,15.0,50.0,3.5
london,2023-06-18,3,6,1,summer,2023,6,153,15.0,50.0,3.5
london,2023-06-18,4,6,1,summer,2023,6,75,15.0,50.0,3.5
london,2023-06-18,5,6,1,summer,2023,6,63,15.0,50.0,3.5
london,2023-06-18,6,6,1,summer,2023,6,142,15.0,50.0,3.5
london,2023-06-18,7,6,1,summer,2023,6,271,15.0,50.0,3.5
london,2023-06-18,8,6,1,summer,2023,6,531,15.0,50.0,3.5
london,2023-06-18,9,6,1,summer,2023,6,949,15.0,50.0,3.5
london,2023-06-18,10,6,1,summer,2023,6,1391,15.0,50.0,3.5
london,2023-06-18,11,6,1,summer,2023,6,1684,15.0,50.0,3.5
london,2023-06-18,12,6,1,summer,2023,6,1995,15.0,50.0,3.5
london,2023-06-18,13,6,1,summer,2023,6,2051,15.0,50.0,3.5
london,2023-06-18,14,6,1,summer,2023,6,1953,15.0,50.0,3.5
london,2023-06-18,15,6,1,summer,2023,6,1764,15.0,50.0,3.5
london,2023-06-18,16,6,1,summer,2023,6,1473,15.0,50.0,3.5
london,2023-06-18,17,6,1,summer,2023,6,777,15.0,50.0,3.5
london,2023-06-18,18,6,1,summer,2023,6,614,15.0,50.0,3.5
london,2023-06-18,19,6,1,summer,2023,6,676,15.0,50.0,3.5
london,2023-06-18,20,6,1,summer,2023,6,655,15.0,50.0,3.5
london,2023-06-18,21,6,1,summer,2023,6,528,15.0,50.0,3.5
london,2023-06-18,22,6,1,summer,2023,6,409,15.0,50.0,3.5
london,2023-06-18,23,6,1,summer,2023,6,279,15.0,50.0,3.5
london,2023-06-19,0,0,0,summer,2023,6,223,15.0,50.0,3.5
london,2023-06-19,1,0,0,summer,2023,6,100,15.0,50.0,3.5
london,2023-06-19,2,0,0,summer,2023,6,69,15.0,50.0,3.5
london,2023-06-19,3,0,0,summer,2023,6,28,15.0,50.0,3.5
london,2023-06-19,4,0,0,summer,2023,6,54,15.0,50.0,3.5
london,2023-06-19,5,0,0,summer,2023,6,194,15.0,50.0,3.5
london,2023-06-19,6,0,0,summer,2023,6,761,15.0,50.0,3.5
london,2023-06-19,7,0,0,summer,2023,6,1886,15.0,50.0,3.5
london,2023-06-19,8,0,0,summer,2023,6,3174,15.0,50.0,3.5
london,2023-06-19,9,0,0,summer,2023,6,1756,15.0,50.0,3.5
london,2023-06-19,10,0,0,summer,2023,6,1108,15.0,50.0,3.5
london,2023-06-19,11,0,0,summer,2023,6,1133,15.0,50.0,3.5
london,2023-06-19,12,0,0,summer,2023,6,1322,15.0,50.0,3.5
london,2023-06-19,13,0,0,summer,2023,6,1297,15.0,50.0,3.5
london,2023-06-19,14,0,0,summer,2023,6,1298,15.0,50.0,3.5
london,2023-06-19,15,0,0,summer,2023,6,1516,15.0,50.0,3.5
london,2023-06-19,16,0,0,summer,2023,6,2026,15.0,50.0,3.5
london,2023-06-19,17,0,0,summer,2023,6,3440,15.0,50.0,3.5
london,2023-06-19,18,0,0,summer,2023,6,3536,15.0,50.0,3.5
london,2023-06-19,19,0,0,summer,2023,6,2340,15.0,50.0,3.5
london,2023-06-19,20,0,0,summer,2023,6,1593,15.0,50.0,3.5
london,2023-06-19,21,0,0,summer,2023,6,1053,15.0,50.0,3.5
london,2023-06-19,22,0,0,summer,2023,6,726,15.0,50.0,3.5
london,2023-06-19,23,0,0,summer,2023,6,401,15.0,50.0,3.5
london,2023-06-20,0,1,0,summer,2023,6,162,15.0,50.0,3.5
london,2023-06-20,1,1,0,summer,2023,6,98,15.0,50.0,3.5
london,2023-06-20,2,1,0,summer,2023,6,57,15.0,50.0,3.5
london,2023-06-20,3,1,0,summer,2023,6,48,15.0,50.0,3.5
london,2023-06-20,4,1,0,summer,2023,6,52,15.0,50.0,3.5
london,2023-06-20,5,1,0,summer,2023,6,190,15.0,50.0,3.5
london,2023-06-20,6,1,0,summer,2023,6,510,15.0,50.0,3.5
london,2023-06-20,7,1,0,summer,2023,6,692,15.0,50.0,3.5
london,2023-06-20,8,1,0,summer,2023,6,2276,15.0,50.0,3.5
london,2023-06-20,9,1,0,summer,2023,6,1830,15.0,50.0,3.5
london,2023-06-20,10,1,0,summer,2023,6,1028,15.0,50.0,3.5
london,2023-06-20,11,1,0,summer,2023,6,1018,15.0,50.0,3.5
london,2023-06-20,12,1,0,summer,2023,6,1199,15.0,50.0,3.5
london,2023-06-20,13,1,0,summer,2023,6,1259,15.0,50.0,3.5
london,2023-06-20,14,1,0,summer,2023,6,1102,15.0,50.0,3.5
london,2023-06-20,15,1,0,summer,2023,6,1368,15.0,50.0,3.5
london,2023-06-20,16,1,0,summer,2023,6,1851,15.0,50.0,3.5
london,2023-06-20,17,1,0,summer,2023,6,3491,15.0,50.0,3.5
london,2023-06-20,18,1,0,summer,2023,6,3332,15.0,50.0,3.5
london,2023-06-20,19,1,0,summer,2023,6,2225,15.0,50.0,3.5
london,2023-06-20,20,1,0,summer,2023,6,1438,15.0,50.0,3.5
london,2023-06-20,21,1,0,summer,2023,6,1143,15.0,50.0,3.5
london,2023-06-20,22,1,0,summer,2023,6,749,15.0,50.0,3.5
london,2023-06-20,23,1,0,summer,2023,6,453,15.0,50.0,3.5
london,2023-06-21,0,2,0,summer,2023,6,157,15.0,50.0,3.5
london,2023-06-21,1,2,0,summer,2023,6,95,15.0,50.0,3.5
london,2023-06-21,2,2,0,summer,2023,6,45,15.0,50.0,3.5
london,2023-06-21,3,2,0,summer,2023,6,43,15.0,50.0,3.5
london,2023-06-21,4,2,0,summer,2023,6,59,15.0,50.0,3.5
london,2023-06-21,5,2,0,summer,2023,6,196,15.0,50.0,3.5
london,2023-06-21,6,2,0,summer,2023,6,826,15.0,50.0,3.5
london,2023-06-21,7,2,0,summer,2023,6,2212,15.0,50.0,3.5
london,2023-06-21,8,2,0,summer,2023,6,2552,15.0,50.0,3.5
london,2023-06-21,9,2,0,summer,2023,6,2023,15.0,50.0,3.5
london,2023-06-21,10,2,0,summer,2023,6,1226,15.0,50.0,3.5
london,2023-06-21,11,2,0,summer,2023,6,1158,15.0,50.0,3.5
london,2023-06-21,12,2,0,summer,2023,6,1419,15.0,50.0,3.5
london,2023-06-21,13,2,0,summer,2023,6,1327,15.0,50.0,3.5
london,2023-06-21,14,2,0,summer,2023,6,1282,15.0,50.0,3.5
london,2023-06-21,15,2,0,summer,2023,6,1533,15.0,50.0,3.5
london,2023-06-21,16,2,0,summer,2023,6,2152,15.0,50.0,3.5
london,2023-06-21,17,2,0,summer,2023,6,3733,15.0,50.0,3.5
london,2023-06-21,18,2,0,summer,2023,6,3844,15.0,50.0,3.5
london,2023-06-21,19,2,0,summer,2023,6,2530,15.0,50.0,3.5
london,2023-06-21,20,2,0,summer,2023,6,1621,15.0,50.0,3.5
london,2023-06-21,21,2,0,summer,2023,6,1218,15.0,50.0,3.5
london,2023-06-21,22,2,0,summer,2023,6,980,15.0,50.0,3.5
london,2023-06-21,23,2,0,summer,2023,6,533,15.0,50.0,3.5
london,2023-06-22,0,3,0,summer,2023,6,258,15.0,50.0,3.5
london,2023-06-22,1,3,0,summer,2023,6,146,15.0,50.0,3.5
london,2023-06-22,2,3,0,summer,2023,6,63,15.0,50.0,3.5
london,2023-06-22,3,3,0,summer,2023,6,66,15.0,50.0,3.5
london,2023-06-22,4,3,0,summer,2023,6,58,15.0,50.0,3.5
london,2023-06-22,5,3,0,summer,2023,6,166,15.0,50.0,3.5
london,2023-06-22,6,3,0,summer,2023,6,744,15.0,50.0,3.5
london,2023-06-22,7,3,0,summer,2023,6,2191,15.0,50.0,3.5
london,2023-06-22,8,3,0,summer,2023,6,3846,15.0,50.0,3.5
london,2023-06-22,9,3,0,summer,2023,6,2119,15.0,50.0,3.5
london,2023-06-22,10,3,0,summer,2023,6,1253,15.0,50.0,3.5
london,2023-06-22,11,3,0,summer,2023,6,1221,15.0,50.0,3.5
london,2023-06-22,12,3,0,summer,2023,6,1377,15.0,50.0,3.5
london,2023-06-22,13,3,0,summer,2023,6,1375,15.0,50.0,3.5
london,2023-06-22,14,3,0,summer,2023,6,1289,15.0,50.0,3.5
london,2023-06-22,15,3,0,summer,2023,6,1423,15.0,50.0,3.5
london,2023-06-22,16,3,0,summer,2023,6,2003,15.0,50.0,3.5
london,2023-06-22,17,3,0,summer,2023,6,3620,15.0,50.0,3.5
london,2023-06-22,18,3,0,summer,2023,6,3465,15.0,50.0,3.5
london,2023-06-22,19,3,0,summer,2023,6,2086,15.0,50.0,3.5
london,2023-06-22,20,3,0,summer,2023,6,1528,15.0,50.0,3.5
london,2023-06-22,21,3,0,summer,2023,6,1214,15.0,50.0,3.5
london,2023-06-22,22,3,0,summer,2023,6,960,15.0,50.0,3.5
london,2023-06-22,23,3,0,summer,2023,6,628,15.0,50.0,3.5
london,2023-06-23,0,4,0,summer,2023,6,344,15.0,50.0,3.5
london,2023-06-23,1,4,0,summer,2023,6,191,15.0,50.0,3.5
london,2023-06-23,2,4,0,summer,2023,6,95,15.0,50.0,3.5
london,2023-06-23,3,4,0,summer,2023,6,67,15.0,50.0,3.5
london,2023-06-23,4,4,0,summer,2023,6,60,15.0,50.0,3.5
london,2023-06-23,5,4,0,summer,2023,6,165,15.0,50.0,3.5
london,2023-06-23,6,4,0,summer,2023,6,640,15.0,50.0,3.5
london,2023-06-23,7,4,0,summer,2023,6,1504,15.0,50.0,3.5
london,2023-06-23,8,4,0,summer,2023,6,2566,15.0,50.0,3.5
london,2023-06-23,9,4,0,summer,2023,6,1718,15.0,50.0,3.5
london,2023-06-23,10,4,0,summer,2023,6,1225,15.0,50.0,3.5
london,2023-06-23,11,4,0,summer,2023,6,1271,15.0,50.0,3.5
london,2023-06-23,12,4,0,summer,2023,6,1533,15.0,50.0,3.5
london,2023-06-23,13,4,0,summer,2023,6,1529,15.0,50.0,3.5
london,2023-06-23,14,4,0,summer,2023,6,1533,15.0,50.0,3.5
london,2023-06-23,15,4,0,summer,2023,6,1726,15.0,50.0,3.5
london,2023-06-23,16,4,0,summer,2023,6,2130,15.0,50.0,3.5
london,2023-06-23,17,4,0,summer,2023,6,3011,15.0,50.0,3.5
london,2023-06-23,18,4,0,summer,2023,6,2898,15.0,50.0,3.5
london,2023-06-23,19,4,0,summer,2023,6,2131,15.0,50.0,3.5
london,2023-06-23,20,4,0,summer,2023,6,1573,15.0,50.0,3.5
london,2023-06-23,21,4,0,summer,2023,6,1210,15.0,50.0,3.5
london,2023-06-23,22,4,0,summer,2023,6,1092,15.0,50.0,3.5
london,2023-06-23,23,4,0,summer,2023,6,839,15.0,50.0,3.5
london,2023-06-24,0,5,1,summer,2023,6,484,15.0,50.0,3.5
london,2023-06-24,1,5,1,summer,2023,6,359,15.0,50.0,3.5
london,2023-06-24,2,5,1,summer,2023,6,229,15.0,50.0,3.5
london,2023-06-24,3,5,1,summer,2023,6,171,15.0,50.0,3.5
london,2023-06-24,4,5,1,summer,2023,6,99,15.0,50.0,3.5
london,2023-06-24,5,5,1,summer,2023,6,118,15.0,50.0,3.5
london,2023-06-24,6,5,1,summer,2023,6,191,15.0,50.0,3.5
london,2023-06-24,7,5,1,summer,2023,6,389,15.0,50.0,3.5
london,2023-06-24,8,5,1,summer,2023,6,832,15.0,50.0,3.5
london,2023-06-24,9,5,1,summer,2023,6,1270,15.0,50.0,3.5
london,2023-06-24,10,5,1,summer,2023,6,1470,15.0,50.0,3.5
london,2023-06-24,11,5,1,summer,2023,6,1866,15.0,50.0,3.5
london,2023-06-24,12,5,1,summer,2023,6,2077,15.0,50.0,3.5
london,2023-06-24,13,5,1,summer,2023,6,2007,15.0,50.0,3.5
london,2023-06-24,14,5,1,summer,2023,6,2013,15.0,50.0,3.5
london,2023-06-24,15,5,1,summer,2023,6,2035,15.0,50.0,3.5
london,2023-06-24,16,5,1,summer,2023,6,2057,15.0,50.0,3.5
london,2023-06-24,17,5,1,summer,2023,6,2055,15.0,50.0,3.5
london,2023-06-24,18,5,1,summer,2023,6,1908,15.0,50.0,3.5
london,2023-06-24,19,5,1,summer,2023,6,1558,15.0,50.0,3.5
london,2023-06-24,20,5,1,summer,2023,6,1308,15.0,50.0,3.5
london,2023-06-24,21,5,1,summer,2023,6,1124,15.0,50.0,3.5
london,2023-06-24,22,5,1,summer,2023,6,1002,15.0,50.0,3.5
london,2023-06-24,23,5,1,summer,2023,6,847,15.0,50.0,3.5
london,2023-06-25,0,6,1,summer,2023,6,593,15.0,50.0,3.5
london,2023-06-25,1,6,1,summer,2023,6,471,15.0,50.0,3.5
london,2023-06-25,2,6,1,summer,2023,6,253,15.0,50.0,3.5
london,2023-06-25,3,6,1,summer,2023,6,166,15.0,50.0,3.5
london,2023-06-25,4,6,1,summer,2023,6,113,15.0,50.0,3.5
london,2023-06-25,5,6,1,summer,2023,6,117,15.0,50.0,3.5
london,2023-06-25,6,6,1,summer,2023,6,197,15.0,50.0,3.5
london,2023-06-25,7,6,1,summer,2023,6,315,15.0,50.0,3.5
london,2023-06-25,8,6,1,summer,2023,6,590,15.0,50.0,3.5
london,2023-06-25,9,6,1,summer,2023,6,1042,15.0,50.0,3.5
london,2023-06-25,10,6,1,summer,2023,6,1523,15.0,50.0,3.5
london,2023-06-25,11,6,1,summer,2023,6,1815,15.0,50.0,3.5
london,2023-06-25,12,6,1,summer,2023,6,2094,15.0,50.0,3.5
london,2023-06-25,13,6,1,summer,2023,6,1997,15.0,50.0,3.5
london,2023-06-25,14,6,1,summer,2023,6,1963,15.0,50.0,3.5
london,2023-06-25,15,6,1,summer,2023,6,1857,15.0,50.0,3.5
london,2023-06-25,16,6,1,summer,2023,6,1999,15.0,50.0,3.5
london,2023-06-25,17,6,1,summer,2023,6,2003,15.0,50.0,3.5
london,2023-06-25,18,6,1,summer,2023,6,2020,15.0,50.0,3.5
london,2023-06-25,19,6,1,summer,2023,6,1620,15.0,50.0,3.5
london,2023-06-25,20,6,1,summer,2023,6,1305,15.0,50.0,3.5
london,2023-06-25,21,6,1,summer,2023,6,847,15.0,50.0,3.5
london,2023-06-25,22,6,1,summer,2023,6,696,15.0,50.0,3.5
london,2023-06-25,23,6,1,summer,2023,6,409,15.0,50.0,3.5
london,2023-06-26,0,0,0,summer,2023,6,209,15.0,50.0,3.5
london,2023-06-26,1,0,0,summer,2023,6,103,15.0,50.0,3.5
london,2023-06-26,2,0,0,summer,2023,6,69,15.0,50.0,3.5
london,2023-06-26,3,0,0,summer,2023,6,44,15.0,50.0,3.5
london,2023-06-26,4,0,0,summer,2023,6,66,15.0,50.0,3.5
london,2023-06-26,5,0,0,summer,2023,6,190,15.0,50.0,3.5
london,2023-06-26,6,0,0,summer,2023,6,713,15.0,50.0,3.5
london,2023-06-26,7,0,0,summer,2023,6,1983,15.0,50.0,3.5
london,2023-06-26,8,0,0,summer,2023,6,3204,15.0,50.0,3.5
london,2023-06-26,9,0,0,summer,2023,6,1816,15.0,50.0,3.5
london,2023-06-26,10,0,0,summer,2023,6,1097,15.0,50.0,3.5
london,2023-06-26,11,0,0,summer,2023,6,1051,15.0,50.0,3.5
london,2023-06-26,12,0,0,summer,2023,6,1240,15.0,50.0,3.5
london,2023-06-26,13,0,0,summer,2023,6,1274,15.0,50.0,3.5
london,2023-06-26,14,0,0,summer,2023,6,1258,15.0,50.0,3.5
london,2023-06-26,15,0,0,summer,2023,6,1326,15.0,50.0,3.5
london,2023-06-26,16,0,0,summer,2023,6,1992,15.0,50.0,3.5
london,2023-06-26,17,0,0,summer,2023,6,3282,15.0,50.0,3.5
london,2023-06-26,18,0,0,summer,2023,6,3336,15.0,50.0,3.5
london,2023-06-26,19,0,0,summer,2023,6,2279,15.0,50.0,3.5
london,2023-06-26,20,0,0,summer,2023,6,1571,15.0,50.0,3.5
london,2023-06-26,21,0,0,summer,2023,6,1035,15.0,50.0,3.5
london,2023-06-26,22,0,0,summer,2023,6,733,15.0,50.0,3.5
london,2023-06-26,23,0,0,summer,2023,6,359,15.0,50.0,3.5
london,2023-06-27,0,1,0,summer,2023,6,205,15.0,50.0,3.5
london,2023-06-27,1,1,0,summer,2023,6,101,15.0,50.0,3.5
london,2023-06-27,2,1,0,summer,2023,6,50,15.0,50.0,3.5
london,2023-06-27,3,1,0,summer,2023,6,33,15.0,50.0,3.5
london,2023-06-27,4,1,0,summer,2023,6,72,15.0,50.0,3.5
london,2023-06-27,5,1,0,summer,2023,6,207,15.0,50.0,3.5
london,2023-06-27,6,1,0,summer,2023,6,886,15.0,50.0,3.5
london,2023-06-27,7,1,0,summer,2023,6,2343,15.0,50.0,3.5
london,2023-06-27,8,1,0,summer,2023,6,3909,15.0,50.0,3.5
london,2023-06-27,9,1,0,summer,2023,6,2053,15.0,50.0,3.5
london,2023-06-27,10,1,0,summer,2023,6,1188,15.0,50.0,3.5
london,2023-06-27,11,1,0,summer,2023,6,1079,15.0,50.0,3.5
london,2023-06-27,12,1,0,summer,2023,6,1329,15.0,50.0,3.5
london,2023-06-27,13,1,0,summer,2023,6,1313,15.0,50.0,3.5
london,2023-06-27,14,1,0,summer,2023,6,1294,15.0,50.0,3.5
london,2023-06-27,15,1,0,summer,2023,6,1454,15.0,50.0,3.5
london,2023-06-27,16,1,0,summer,2023,6,2039,15.0,50.0,3.5
london,2023-06-27,17,1,0,summer,2023,6,3593,15.0,50.0,3.5
london,2023-06-27,18,1,0,summer,2023,6,3728,15.0,50.0,3.5
london,2023-06-27,19,1,0,summer,2023,6,2317,15.0,50.0,3.5
london,2023-06-27,20,1,0,summer,2023,6,1554,15.0,50.0,3.5
london,2023-06-27,21,1,0,summer,2023,6,1070,15.0,50.0,3.5
london,2023-06-27,22,1,0,summer,2023,6,775,15.0,50.0,3.5
london,2023-06-27,23,1,0,summer,2023,6,415,15.0,50.0,3.5
london,2023-06-28,0,2,0,summer,2023,6,234,15.0,50.0,3.5
london,2023-06-28,1,2,0,summer,2023,6,115,15.0,50.0,3.5
london,2023-06-28,2,2,0,summer,2023,6,57,15.0,50.0,3.5
london,2023-06-28,3,2,0,summer,2023,6,47,15.0,50.0,3.5
london,2023-06-28,4,2,0,summer,2023,6,66,15.0,50.0,3.5
london,2023-06-28,5,2,0,summer,2023,6,211,15.0,50.0,3.5
london,2023-06-28,6,2,0,summer,2023,6,855,15.0,50.0,3.5
london,2023-06-28,7,2,0,summer,2023,6,2159,15.0,50.0,3.5
london,2023-06-28,8,2,0,summer,2023,6,3929,15.0,50.0,3.5
london,2023-06-28,9,2,0,summer,2023,6,2025,15.0,50.0,3.5
london,2023-06-28,10,2,0,summer,2023,6,1190,15.0,50.0,3.5
london,2023-06-28,11,2,0,summer,2023,6,1093,15.0,50.0,3.5
london,2023-06-28,12,2,0,summer,2023,6,1219,15.0,50.0,3.5
london,2023-06-28,13,2,0,summer,2023,6,1321,15.0,50.0,3.5
london,2023-06-28,14,2,0,summer,2023,6,1299,15.0,50.0,3.5
london,2023-06-28,15,2,0,summer,2023,6,1404,15.0,50.0,3.5
london,2023-06-28,16,2,0,summer,2023,6,1999,15.0,50.0,3.5
london,2023-06-28,17,2,0,summer,2023,6,3558,15.0,50.0,3.5
london,2023-06-28,18,2,0,summer,2023,6,3746,15.0,50.0,3.5
london,2023-06-28,19,2,0,summer,2023,6,2459,15.0,50.0,3.5
london,2023-06-28,20,2,0,summer,2023,6,1596,15.0,50.0,3.5
london,2023-06-28,21,2,0,summer,2023,6,1245,15.0,50.0,3.5
london,2023-06-28,22,2,0,summer,2023,6,918,15.0,50.0,3.5
london,2023-06-28,23,2,0,summer,2023,6,547,15.0,50.0,3.5
london,2023-06-29,0,3,0,summer,2023,6,292,15.0,50.0,3.5
london,2023-06-29,1,3,0,summer,2023,6,116,15.0,50.0,3.5
london,2023-06-29,2,3,0,summer,2023,6,83,15.0,50.0,3.5
london,2023-06-29,3,3,0,summer,2023,6,47,15.0,50.0,3.5
london,2023-06-29,4,3,0,summer,2023,6,26,15.0,50.0,3.5
london,2023-06-29,5,3,0,summer,2023,6,89,15.0,50.0,3.5
london,2023-06-29,6,3,0,summer,2023,6,403,15.0,50.0,3.5
london,2023-06-29,7,3,0,summer,2023,6,1079,15.0,50.0,3.5
london,2023-06-29,8,3,0,summer,2023,6,2275,15.0,50.0,3.5
london,2023-06-29,9,3,0,summer,2023,6,1591,15.0,50.0,3.5
london,2023-06-29,10,3,0,summer,2023,6,1028,15.0,50.0,3.5
london,2023-06-29,11,3,0,summer,2023,6,1092,15.0,50.0,3.5
london,2023-06-29,12,3,0,summer,2023,6,1275,15.0,50.0,3.5
london,2023-06-29,13,3,0,summer,2023,6,1369,15.0,50.0,3.5
london,2023-06-29,14,3,0,summer,2023,6,1388,15.0,50.0,3.5
london,2023-06-29,15,3,0,summer,2023,6,1564,15.0,50.0,3.5
london,2023-06-29,16,3,0,summer,2023,6,1985,15.0,50.0,3.5
london,2023-06-29,17,3,0,summer,2023,6,3395,15.0,50.0,3.5
london,2023-06-29,18,3,0,summer,2023,6,3525,15.0,50.0,3.5
london,2023-06-29,19,3,0,summer,2023,6,2272,15.0,50.0,3.5
london,2023-06-29,20,3,0,summer,2023,6,1596,15.0,50.0,3.5
london,2023-06-29,21,3,0,summer,2023,6,1165,15.0,50.0,3.5
london,2023-06-29,22,3,0,summer,2023,6,991,15.0,50.0,3.5
london,2023-06-29,23,3,0,summer,2023,6,584,15.0,50.0,3.5
london,2023-06-30,0,4,0,summer,2023,6,311,15.0,50.0,3.5
london,2023-06-30,1,4,0,summer,2023,6,176,15.0,50.0,3.5
london,2023-06-30,2,4,0,summer,2023,6,120,15.0,50.0,3.5
london,2023-06-30,3,4,0,summer,2023,6,61,15.0,50.0,3.5
london,2023-06-30,4,4,0,summer,2023,6,68,15.0,50.0,3.5
