city,time_grain,datetime,date,hour,weekday,is_weekend,season,bike_count,temp,rain,humidity,wind
Seoul,day,,2025-06-01,,6,1,summer,130285,,,,
Seoul,day,,2025-06-02,,0,0,summer,148775,,,,
Seoul,day,,2025-06-03,,1,0,summer,154911,,,,
Seoul,day,,2025-06-04,,2,0,summer,167578,,,,
Seoul,day,,2025-06-05,,3,0,summer,172651,,,,
Seoul,day,,2025-06-06,,4,0,summer,137915,,,,
Seoul,day,,2025-06-07,,5,1,summer,135698,,,,
Seoul,day,,2025-06-08,,6,1,summer,122268,,,,
Seoul,day,,2025-06-09,,0,0,summer,161721,,,,
Seoul,day,,2025-06-10,,1,0,summer,169011,,,,
Seoul,day,,2025-06-11,,2,0,summer,168455,,,,
Seoul,day,,2025-06-12,,3,0,summer,164824,,,,
Seoul,day,,2025-06-13,,4,0,summer,115907,,,,
Seoul,day,,2025-06-14,,5,1,summer,131389,,,,
Seoul,day,,2025-06-15,,6,1,summer,88162,,,,
Seoul,day,,2025-06-16,,0,0,summer,111005,,,,
Seoul,day,,2025-06-17,,1,0,summer,164922,,,,
Seoul,day,,2025-06-18,,2,0,summer,165124,,,,
Seoul,day,,2025-06-19,,3,0,summer,156770,,,,
Seoul,day,,2025-06-20,,4,0,summer,13179,,,,
Seoul,day,,2025-06-21,,5,1,summer,108852,,,,
Seoul,day,,2025-06-22,,6,1,summer,124126,,,,
Seoul,day,,2025-06-23,,0,0,summer,159484,,,,
Seoul,day,,2025-06-24,,1,0,summer,136677,,,,
Seoul,day,,2025-06-25,,2,0,summer,51323,,,,
Seoul,day,,2025-06-26,,3,0,summer,146464,,,,
Seoul,day,,2025-06-27,,4,0,summer,154649,,,,
Seoul,day,,2025-06-28,,5,1,summer,100481,,,,
Seoul,day,,2025-06-29,,6,1,summer,111430,,,,
Seoul,day,,2025-06-30,,0,0,summer,150279,,,,
Seoul,day,,2025-07-01,,1,0,summer,132914,,,,
Seoul,day,,2025-07-02,,2,0,summer,151653,,,,
Seoul,day,,2025-07-03,,3,0,summer,151092,,,,
Seoul,day,,2025-07-04,,4,0,summer,151367,,,,
Seoul,day,,2025-07-05,,5,1,summer,118354,,,,
Seoul,day,,2025-07-06,,6,1,summer,106785,,,,
Seoul,day,,2025-07-07,,0,0,summer,146664,,,,
Seoul,day,,2025-07-08,,1,0,summer,115371,,,,
Seoul,day,,2025-07-09,,2,0,summer,136307,,,,
Seoul,day,,2025-07-10,,3,0,summer,139733,,,,
Seoul,day,,2025-07-11,,4,0,summer,144182,,,,
Seoul,day,,2025-07-12,,5,1,summer,109930,,,,
Seoul,day,,2025-07-13,,6,1,summer,90890,,,,
Seoul,day,,2025-07-14,,0,0,summer,67424,,,,
Seoul,day,,2025-07-15,,1,0,summer,109499,,,,
Seoul,day,,2025-07-16,,2,0,summer,51408,,,,
Seoul,day,,2025-07-17,,3,0,summer,30839,,,,
Seoul,day,,2025-07-18,,4,0,summer,83542,,,,
Seoul,day,,2025-07-19,,5,1,summer,37126,,,,
Seoul,day,,2025-07-20,,6,1,summer,90404,,,,
Seoul,day,,2025-07-21,,0,0,summer,140600,,,,
Seoul,day,,2025-07-22,,1,0,summer,143956,,,,
Seoul,day,,2025-07-23,,2,0,summer,144388,,,,
Seoul,day,,2025-07-24,,3,0,summer,138906,,,,
Seoul,day,,2025-07-25,,4,0,summer,130673,,,,
Seoul,day,,2025-07-26,,5,1,summer,92788,,,,
